REF_AREA,Reference_area,Frequency of observation,Measure,Unit_of_measure,INSURANCE_TYPE,Insurance_types,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier
MEX,Mexico,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2001,3.1,A,Normal value,0,Units
MEX,Mexico,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2002,3.5,A,Normal value,0,Units
MEX,Mexico,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2003,3.8,A,Normal value,0,Units
MEX,Mexico,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2004,4,A,Normal value,0,Units
MEX,Mexico,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2005,5,A,Normal value,0,Units
MEX,Mexico,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2006,5.3,A,Normal value,0,Units
MEX,Mexico,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2007,5.8,A,Normal value,0,Units
MEX,Mexico,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2008,5.7,A,Normal value,0,Units
MEX,Mexico,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2009,6,A,Normal value,0,Units
MEX,Mexico,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2010,6.1,A,Normal value,0,Units
MEX,Mexico,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2011,7.2,A,Normal value,0,Units
MEX,Mexico,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2012,7.5,A,Normal value,0,Units
MEX,Mexico,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2013,7.4,A,Normal value,0,Units
MEX,Mexico,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2014,8.1,A,Normal value,0,Units
MEX,Mexico,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2015,8.2,A,Normal value,0,Units
MEX,Mexico,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2016,9.1,A,Normal value,0,Units
MEX,Mexico,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2017,9.6,A,Normal value,0,Units
MEX,Mexico,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2018,9.9,A,Normal value,0,Units
MEX,Mexico,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2019,9.9,A,Normal value,0,Units
MEX,Mexico,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2020,10.4,A,Normal value,0,Units
MEX,Mexico,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2021,11,A,Normal value,0,Units
MEX,Mexico,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2022,12.2,A,Normal value,0,Units
NLD,Netherlands,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2003,92.9,A,Normal value,0,Units
NLD,Netherlands,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2004,92.7,A,Normal value,0,Units
NLD,Netherlands,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2005,92.8,A,Normal value,0,Units
NLD,Netherlands,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2006,92.5,A,Normal value,0,Units
NLD,Netherlands,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2007,92.6,E,Estimated value,0,Units
NLD,Netherlands,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2008,91.6,E,Estimated value,0,Units
NLD,Netherlands,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2009,89.6,E,Estimated value,0,Units
NLD,Netherlands,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2010,88.7,E,Estimated value,0,Units
NLD,Netherlands,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2011,88.9,E,Estimated value,0,Units
NLD,Netherlands,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2012,87.7,E,Estimated value,0,Units
NLD,Netherlands,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2013,85.5,E,Estimated value,0,Units
NLD,Netherlands,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2014,84.4,E,Estimated value,0,Units
NLD,Netherlands,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2015,84,E,Estimated value,0,Units
NLD,Netherlands,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2016,84.2,E,Estimated value,0,Units
NLD,Netherlands,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2017,84,E,Estimated value,0,Units
NLD,Netherlands,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2018,83.5,E,Estimated value,0,Units
NLD,Netherlands,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2019,83.6,E,Estimated value,0,Units
NLD,Netherlands,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2020,83.1,E,Estimated value,0,Units
NLD,Netherlands,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2021,84.8,E,Estimated value,0,Units
NLD,Netherlands,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2022,83.4,E,Estimated value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1998,32.8,A,Normal value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1999,32.6,A,Normal value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2000,34.1,A,Normal value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2001,33.6,A,Normal value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2002,32.1,A,Normal value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2003,31.9,A,Normal value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2004,32.6,A,Normal value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2005,32.6,A,Normal value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2006,32.5,A,Normal value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2007,32.7,A,Normal value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2008,32.6,A,Normal value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2009,32.1,A,Normal value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2010,31.6,A,Normal value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2011,30.9,A,Normal value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2012,30.5,A,Normal value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2013,29.8,A,Normal value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2014,29.3,A,Normal value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2015,28.8,A,Normal value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2016,28.7,A,Normal value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2017,28.6,A,Normal value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2018,28.8,A,Normal value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2019,28,A,Normal value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2020,27.8,A,Normal value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2021,28.1,E,Estimated value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2022,28.6,E,Estimated value,0,Units
NZL,New Zealand,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2023,28.3,E,Estimated value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1995,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1996,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1997,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1998,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1999,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2000,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2001,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2002,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2003,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2004,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2005,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2006,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2007,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2008,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2009,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2010,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2011,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2012,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2013,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2014,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2015,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2016,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2017,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2018,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2019,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2020,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2021,0,A,Normal value,0,Units
POL,Poland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2022,0,A,Normal value,0,Units
PRT,Portugal,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2000,13.8,A,Normal value,0,Units
PRT,Portugal,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2001,13.7,A,Normal value,0,Units
PRT,Portugal,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2002,12.2,A,Normal value,0,Units
PRT,Portugal,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2003,16.4,A,Normal value,0,Units
PRT,Portugal,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2004,16.8,A,Normal value,0,Units
PRT,Portugal,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2005,17.5,A,Normal value,0,Units
PRT,Portugal,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2006,16.4,A,Normal value,0,Units
PRT,Portugal,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2007,18,A,Normal value,0,Units
PRT,Portugal,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2008,18.5,A,Normal value,0,Units
PRT,Portugal,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2009,19.2,A,Normal value,0,Units
PRT,Portugal,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2010,19.8,A,Normal value,0,Units
PRT,Portugal,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2011,19.8,A,Normal value,0,Units
PRT,Portugal,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2012,20.2,A,Normal value,0,Units
PRT,Portugal,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2013,20.9,A,Normal value,0,Units
PRT,Portugal,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2014,22.2,A,Normal value,0,Units
PRT,Portugal,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2015,25.6,A,Normal value,0,Units
PRT,Portugal,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2016,26,A,Normal value,0,Units
PRT,Portugal,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2017,26.5,A,Normal value,0,Units
PRT,Portugal,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2018,25.9,A,Normal value,0,Units
PRT,Portugal,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2019,27.9,A,Normal value,0,Units
PRT,Portugal,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2020,29.3,A,Normal value,0,Units
PRT,Portugal,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2021,31.9,A,Normal value,0,Units
PRT,Portugal,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2022,33.7,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1995,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1996,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1997,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1998,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1999,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2000,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2001,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2002,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2003,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2004,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2005,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2006,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2007,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2008,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2009,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2010,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2011,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2012,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2013,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2014,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2015,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2016,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2017,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2018,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2019,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2020,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2021,0,A,Normal value,0,Units
SVK,Slovak Republic,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2022,0,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1999,68.9,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2000,69.5,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2001,70.1,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2002,70.7,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2003,71.4,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2004,72.5,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2005,73.6,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2006,74.7,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2007,75,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2008,75.2,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2009,74.4,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2010,73.2,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2011,72.9,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2012,72.8,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2013,73.2,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2014,77.1,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2015,87.1,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2016,85,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2017,84.5,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2018,87.8,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2019,87,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2020,87.4,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2021,89.8,A,Normal value,0,Units
SVN,Slovenia,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2022,93.5,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1996,17.2,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1998,16.6,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1999,16.2,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2000,16.2,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2001,15.7,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2002,15.3,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2003,15,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2004,14.8,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2005,14.5,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2006,14.9,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2007,15.8,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2008,15.8,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2009,16.4,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2010,16.6,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2011,16.5,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2012,16.6,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2013,16.6,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2014,16.3,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2015,15.8,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2016,15.7,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2017,15.1,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2018,15.4,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2019,15.1,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2020,14.8,A,Normal value,0,Units
ZAF,South Africa,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2021,14.9,A,Normal value,0,Units
ESP,Spain,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1995,9.1,A,Normal value,0,Units
ESP,Spain,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1997,8.6,A,Normal value,0,Units
ESP,Spain,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2001,7.6,A,Normal value,0,Units
ESP,Spain,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2003,11.9,A,Normal value,0,Units
ESP,Spain,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2006,14.4,A,Normal value,0,Units
ESP,Spain,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2011,13.3,A,Normal value,0,Units
ESP,Spain,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2014,15.6,A,Normal value,0,Units
ESP,Spain,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2017,16.3,A,Normal value,0,Units
ESP,Spain,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2020,15.3,A,Normal value,0,Units
CHE,Switzerland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,1997,38.5,A,Normal value,0,Units
CHE,Switzerland,Annual,Health insurance coverage,Percentage of population,PHINTPHI,Total voluntary health insurance,2002,32.5,A,Normal value,0,Units
